subject,item,condition,prof,RT
subject80,item30,word,82.88785071,326.4963368
subject80,item31,nonword,82.88785071,274.8361068
subject80,item32,word,82.88785071,505.7385917
subject80,item33,nonword,82.88785071,177.3106812
subject80,item34,word,82.88785071,294.4835192
subject80,item35,nonword,82.88785071,329.8360588
subject80,item36,word,82.88785071,244.5568011
subject80,item37,nonword,82.88785071,336.4239109
subject80,item38,word,82.88785071,350.5239763
subject80,item39,nonword,82.88785071,353.4319225
subject80,item40,word,82.88785071,325.3832716
